customer_id,store,name,age,segment,visits_per_month,avg_basket_usd,monthly_spend_usd,grocery_pct,electronics_pct,apparel_pct,home_pct,private_label_pct,online_orders_pct,coupon_usage_pct,loyalty_score,income_usd,income_tier
28,whole_foods,Thomas Ramirez,44,Professional,4,243,972,70,1,10,19,8,67,6,87,150800,High
29,whole_foods,Ronald Nelson,30,Senior,8,179,1432,61,6,11,22,18,55,6,53,99300,High
30,whole_foods,Jeffrey Campbell,35,Family,8,283,2264,61,5,8,26,12,54,5,68,134800,High
31,whole_foods,Kimberly Scott,47,Professional,6,220,1320,52,3,9,36,11,58,8,57,131200,High
32,whole_foods,Ashley Wilson,38,Single,8,146,1168,61,5,8,26,12,64,9,47,144500,High
33,whole_foods,James Miller,58,Professional,7,211,1477,53,3,11,33,8,52,10,45,88500,High
34,whole_foods,Justin Nelson,61,Single,6,136,816,56,6,9,29,16,53,16,61,101400,High
35,whole_foods,Paul Lee,63,Senior,6,257,1542,65,4,7,24,8,55,12,59,117000,High
36,whole_foods,Nicholas Harris,46,Single,4,157,628,58,4,6,32,8,52,13,38,90800,High
37,whole_foods,Rebecca Thompson,31,Senior,4,251,1004,59,6,14,21,5,65,9,57,119900,High
38,whole_foods,Sarah Roberts,54,Single,7,274,1918,62,5,7,26,7,51,3,53,149000,High
39,whole_foods,Michelle Ramirez,36,Professional,7,232,1624,68,5,11,16,6,50,10,45,148000,High
40,whole_foods,Timothy Moore,48,Family,5,218,1090,59,6,12,23,8,33,3,58,100900,High
41,whole_foods,Steven Clark,30,Professional,3,305,915,56,1,6,37,6,61,8,46,143600,High
42,whole_foods,Jennifer Green,35,Professional,4,287,1148,54,1,8,37,12,70,7,70,130400,High
43,whole_foods,Stephanie Smith,47,Professional,8,191,1528,54,7,12,27,10,44,8,56,92600,High
44,whole_foods,Rachel Allen,34,Single,6,311,1866,63,6,11,20,9,64,11,49,146700,High
45,whole_foods,Stephanie Johnson,65,Single,5,191,955,56,7,8,29,9,65,8,70,146900,High
46,whole_foods,Richard Jackson,39,Single,6,171,1026,66,3,13,18,11,43,3,85,148800,High
47,whole_foods,Sharon King,43,Single,8,201,1608,65,4,5,26,8,46,6,66,121600,High
48,whole_foods,Dorothy Thomas,55,Senior,8,215,1720,58,4,8,30,7,59,6,71,124800,High
49,whole_foods,Charles Lee,45,Professional,8,235,1880,66,5,14,15,13,43,6,50,140400,High
50,whole_foods,Dorothy Brown,63,Professional,5,274,1370,54,6,9,31,11,58,6,59,158100,High
51,whole_foods,Donna Davis,58,Family,3,297,891,59,1,11,29,5,37,7,51,155600,High
52,whole_foods,Joseph Hernandez,42,Senior,7,199,1393,68,3,10,19,9,56,4,84,142300,High
53,whole_foods,George Mitchell,33,Professional,4,159,636,62,2,9,27,14,47,3,48,104800,High
54,whole_foods,Christopher Jones,42,Single,5,208,1040,63,5,13,19,11,47,12,72,90300,High
55,whole_foods,Samantha Young,47,Professional,7,212,1484,62,3,6,29,14,53,16,56,97400,High
56,whole_foods,Kevin Flores,55,Professional,8,182,1456,57,2,14,27,14,54,13,84,129900,High
57,whole_foods,Nicholas Harris,39,Professional,6,224,1344,60,3,14,23,9,67,12,59,142200,High
58,whole_foods,Thomas Lewis,38,Family,5,200,1000,61,5,9,25,12,32,4,48,135300,High
59,whole_foods,Kevin Hill,28,Senior,8,294,2352,60,1,10,29,10,53,7,38,146900,High
60,whole_foods,Donald Davis,56,Professional,8,228,1824,53,5,12,30,10,45,3,57,154600,High
61,whole_foods,Anthony Adams,37,Single,6,320,1920,57,5,9,29,9,53,6,43,156000,High
62,whole_foods,Dylan Wilson,36,Senior,3,180,540,66,3,13,18,10,67,6,50,141000,High
63,whole_foods,Nicholas Williams,50,Single,5,215,1075,62,4,8,26,7,58,9,46,125400,High
64,whole_foods,Joseph Young,52,Family,6,307,1842,66,5,6,23,14,36,12,52,140900,High
65,whole_foods,Richard Harris,57,Professional,3,241,723,59,5,6,30,10,69,7,68,124400,High
66,whole_foods,Susan Walker,48,Senior,8,227,1816,66,6,5,23,6,54,14,81,113500,High
67,whole_foods,Nicholas Flores,34,Professional,6,160,960,57,1,8,34,6,46,7,48,142000,High
68,whole_foods,Maria Allen,33,Professional,7,226,1582,63,2,13,22,7,45,6,46,97700,High
69,whole_foods,Laura King,38,Family,3,206,618,58,5,11,26,9,41,11,45,135800,High
70,whole_foods,Michael Adams,64,Professional,5,198,990,70,3,14,13,14,40,10,65,102800,High
71,whole_foods,Joseph Baker,46,Single,4,245,980,58,5,11,26,11,64,8,79,147500,High
72,whole_foods,Jason Torres,56,Professional,3,204,612,65,2,8,25,14,36,5,59,108200,High
73,whole_foods,Donald Campbell,38,Senior,5,312,1560,69,7,8,16,12,69,7,39,153500,High
74,whole_foods,Sharon Miller,63,Single,5,149,745,59,3,6,32,8,67,5,56,157500,High
75,whole_foods,Robert Thompson,63,Professional,5,264,1320,56,1,12,31,15,42,8,42,120400,High
76,whole_foods,Jessica Hall,43,Single,7,144,1008,60,5,12,23,18,44,13,41,93700,High
77,whole_foods,Rebecca Brown,54,Professional,5,136,680,59,4,14,23,12,35,9,64,147500,High
78,whole_foods,Mark Jones,35,Single,6,141,846,56,5,14,25,6,42,16,70,105700,High
79,whole_foods,Matthew Davis,41,Senior,4,168,672,55,6,5,34,16,35,5,46,100500,High
80,whole_foods,Jason Scott,50,Professional,4,192,768,52,3,6,39,11,34,4,54,94900,High
81,whole_foods,Rachel Lewis,60,Senior,4,227,908,53,6,13,28,12,45,17,38,93200,High
82,whole_foods,Deborah Ramirez,59,Single,8,287,2296,53,1,10,36,6,42,9,63,136500,High
83,whole_foods,Megan Moore,57,Senior,7,223,1561,54,5,13,28,12,61,11,45,124800,High
84,whole_foods,Richard Garcia,57,Single,6,184,1104,54,4,11,31,10,36,14,38,110400,High
85,whole_foods,Michael Perez,51,Single,4,186,744,63,4,8,25,7,41,12,66,92200,High
86,whole_foods,Donald Walker,34,Senior,7,195,1365,55,4,13,28,9,50,4,47,108400,High
87,whole_foods,Dorothy Wilson,63,Senior,3,256,768,64,5,5,26,7,68,10,54,158100,High
88,whole_foods,Deborah Flores,32,Senior,4,255,1020,69,2,10,19,9,50,5,51,134300,High
89,whole_foods,Thomas Sanchez,31,Senior,4,146,584,63,5,7,25,14,45,9,46,91400,High
90,whole_foods,Steven Perez,65,Single,6,184,1104,58,2,14,26,6,37,16,67,93300,High
91,whole_foods,Barbara Walker,59,Family,8,175,1400,54,4,7,35,13,52,8,52,94000,High
92,whole_foods,Brandon Mitchell,32,Professional,5,214,1070,62,5,9,24,6,31,7,73,119500,High
93,whole_foods,Thomas Torres,34,Family,4,174,696,59,1,13,27,16,37,14,38,91600,High
94,whole_foods,Jennifer Taylor,50,Senior,5,212,1060,67,6,7,20,7,37,11,68,99500,High
95,whole_foods,William King,64,Single,7,195,1365,69,4,11,16,12,64,10,42,119800,High
96,whole_foods,Susan Nelson,45,Single,7,139,973,61,3,9,27,6,65,4,78,132400,High
97,whole_foods,Betty Brown,57,Senior,7,214,1498,66,6,9,19,14,56,7,58,123000,High
98,whole_foods,George Ramirez,49,Single,8,139,1112,64,1,11,24,19,47,12,50,92800,High
99,whole_foods,Betty Harris,31,Single,8,248,1984,53,2,11,34,8,63,9,82,143100,High
100,whole_foods,Ronald Martinez,37,Professional,5,180,900,64,5,6,25,12,34,9,66,128700,High
101,whole_foods,Jennifer Perez,55,Senior,7,167,1169,59,2,7,32,19,45,6,41,92000,High
102,whole_foods,Sandra Roberts,62,Professional,8,263,2104,53,3,12,32,6,45,5,75,123100,High
103,whole_foods,Tyler Thomas,51,Single,8,199,1592,69,5,12,14,16,37,7,74,88300,High
104,whole_foods,Steven Brown,64,Family,6,209,1254,57,3,10,30,14,66,11,42,135900,High
105,whole_foods,Susan Moore,63,Single,3,269,807,61,2,6,31,6,51,7,79,150600,High
106,whole_foods,Ronald Wilson,29,Single,6,140,840,61,2,14,23,8,31,10,80,151300,High
107,whole_foods,Eric Davis,58,Professional,8,209,1672,66,4,11,19,18,31,6,41,87900,High
108,whole_foods,Paul Carter,35,Family,3,158,474,64,5,6,25,16,47,10,63,102800,High
109,whole_foods,David Ramirez,28,Professional,7,174,1218,62,2,11,25,12,43,15,59,106800,High
110,whole_foods,Ronald Martinez,52,Single,5,154,770,52,6,8,34,16,49,14,65,88300,High
111,whole_foods,Brandon Williams,49,Professional,8,153,1224,66,4,11,19,13,60,4,70,111400,High
112,whole_foods,Michael Hall,40,Family,3,166,498,58,3,12,27,11,31,12,47,100100,High
113,whole_foods,Kevin Garcia,51,Family,6,239,1434,65,6,8,21,17,48,9,76,105500,High
114,whole_foods,Megan Williams,39,Single,7,159,1113,54,3,8,35,11,53,5,53,90900,High
115,whole_foods,Linda Wilson,55,Family,5,235,1175,66,1,11,22,9,52,11,43,131100,High
116,whole_foods,Sharon Clark,56,Senior,3,152,456,56,5,8,31,14,31,4,58,135900,High
117,whole_foods,Lisa Martin,64,Single,4,226,904,59,5,7,29,6,63,7,55,142200,High
118,whole_foods,Susan Campbell,41,Family,7,180,1260,68,4,6,22,13,50,11,58,137800,High
119,whole_foods,Lisa Thomas,32,Family,7,222,1554,68,6,11,15,14,58,11,60,135100,High
120,whole_foods,Rachel Torres,59,Professional,3,173,519,62,4,14,20,7,61,4,52,102800,High
121,whole_foods,Dorothy Martinez,64,Single,3,153,459,58,1,9,32,10,36,10,63,142700,High
122,whole_foods,Richard Martin,31,Single,3,208,624,57,2,13,28,7,68,9,49,122700,High
123,whole_foods,Stephanie Flores,63,Professional,5,151,755,57,4,10,29,7,70,5,68,132600,High
124,whole_foods,Amanda Hall,29,Professional,3,139,417,64,4,11,21,11,49,8,61,146900,High
125,whole_foods,Edward Roberts,53,Family,5,197,985,64,2,9,25,10,43,5,76,121200,High
126,whole_foods,Jessica Jackson,36,Family,5,237,1185,54,2,6,38,8,37,3,87,158200,High
127,whole_foods,Brandon Jackson,64,Professional,8,189,1512,66,4,10,20,9,44,3,84,146000,High
128,whole_foods,Michelle Roberts,31,Professional,3,175,525,63,6,11,20,8,30,4,42,128800,High
129,whole_foods,Lisa Martinez,51,Family,3,203,609,62,2,10,26,6,53,10,49,142300,High
130,whole_foods,Tyler Torres,49,Professional,7,259,1813,66,2,10,22,11,32,5,50,114500,High
131,whole_foods,Dylan Carter,60,Single,4,165,660,63,2,14,21,15,40,8,70,96200,High
132,whole_foods,Michelle Hall,29,Senior,5,172,860,54,3,8,35,16,61,11,62,107500,High
133,whole_foods,Thomas Thomas,31,Senior,7,207,1449,61,5,12,22,9,64,6,63,128300,High
134,whole_foods,Mark Hill,54,Professional,4,189,756,56,4,11,29,10,63,11,68,118100,High
135,whole_foods,Michelle Nelson,58,Family,7,209,1463,69,4,10,17,9,64,9,72,159900,High
136,whole_foods,Timothy Hill,43,Single,5,193,965,56,7,8,29,9,37,12,49,99400,High
137,whole_foods,Richard Sanchez,64,Family,8,198,1584,68,3,8,21,15,35,4,77,106600,High
138,whole_foods,Donald Baker,58,Single,4,164,656,62,7,11,20,6,57,9,47,134200,High
139,whole_foods,Tyler King,54,Professional,5,199,995,54,6,5,35,13,59,9,73,88900,High
140,whole_foods,Matthew Robinson,46,Professional,5,182,910,53,6,11,30,7,63,11,37,141700,High
141,whole_foods,Ronald Perez,30,Professional,6,289,1734,55,5,13,27,7,32,5,68,155000,High
142,whole_foods,Steven Carter,62,Single,7,233,1631,69,6,9,16,6,36,4,60,159200,High
143,whole_foods,Joseph Taylor,49,Professional,5,182,910,66,2,13,19,18,55,11,38,86100,High
144,whole_foods,Paul Brown,43,Professional,3,168,504,56,6,14,24,8,59,3,66,120800,High
145,whole_foods,Donald Moore,38,Professional,6,230,1380,69,6,12,13,13,55,14,52,119900,High
146,whole_foods,Richard Torres,57,Professional,8,276,2208,59,5,13,23,13,62,12,71,120900,High
147,whole_foods,Justin Davis,51,Single,3,271,813,54,6,13,27,7,52,5,76,124600,High
148,whole_foods,Melissa Roberts,59,Professional,3,288,864,60,1,6,33,9,55,8,69,138800,High
149,whole_foods,Tyler Williams,28,Professional,8,160,1280,53,4,11,32,11,32,14,80,114700,High
150,whole_foods,Nancy Hall,36,Family,8,266,2128,64,4,14,18,9,63,14,52,115700,High
151,whole_foods,Jeffrey Moore,62,Family,6,185,1110,65,2,5,28,5,40,12,58,93900,High
152,whole_foods,Paul Hernandez,37,Professional,5,157,785,68,6,5,21,12,54,14,77,119500,High
153,whole_foods,Patricia Martinez,30,Professional,6,191,1146,65,1,12,22,11,38,6,71,92600,High
154,whole_foods,Nicholas Thompson,42,Senior,8,251,2008,62,6,12,20,7,74,10,64,159500,High
155,whole_foods,Edward Mitchell,65,Family,8,219,1752,63,4,9,24,19,59,13,67,89600,High
156,whole_foods,Nicholas Robinson,47,Single,6,156,936,62,2,7,29,15,36,8,38,115600,High
157,whole_foods,Jeffrey Campbell,52,Senior,4,169,676,58,1,9,32,9,52,12,37,124700,High
158,whole_foods,Kimberly Thomas,32,Senior,4,261,1044,63,5,7,25,7,68,6,80,130200,High
159,whole_foods,Melissa Martin,58,Professional,4,255,1020,65,3,7,25,8,43,7,68,141000,High
160,whole_foods,Donald Gomez,59,Family,6,145,870,70,4,13,13,15,45,8,62,123500,High
161,whole_foods,Stephanie Martin,63,Professional,7,183,1281,60,2,8,30,11,55,10,61,86200,High
162,whole_foods,Patricia Torres,59,Single,6,165,990,66,2,11,21,9,75,7,70,157500,High
163,whole_foods,Patricia Nelson,32,Professional,8,139,1112,52,2,11,35,6,37,5,59,147900,High
164,whole_foods,Amanda Taylor,59,Senior,3,131,393,62,1,10,27,7,77,3,79,153500,High
165,whole_foods,Donna Mitchell,61,Professional,4,178,712,63,3,8,26,11,34,10,60,153900,High
166,whole_foods,Richard Wright,33,Professional,8,255,2040,64,1,9,26,10,47,11,66,107500,High
167,whole_foods,Kevin Williams,49,Single,7,294,2058,70,6,13,11,7,69,10,63,133400,High
168,whole_foods,Ryan Jones,45,Professional,7,227,1589,53,7,8,32,14,56,10,71,136300,High
169,whole_foods,Timothy Brown,43,Family,7,221,1547,59,6,8,27,15,35,17,66,97200,High
170,whole_foods,Emily Sanchez,32,Professional,5,216,1080,63,5,14,18,9,55,12,56,117800,High
171,whole_foods,Betty Gomez,55,Senior,4,268,1072,64,2,11,23,11,65,4,43,155600,High
172,whole_foods,Nicholas Miller,34,Single,3,131,393,58,3,7,32,7,37,9,60,108800,High
173,whole_foods,Donna Flores,63,Professional,3,190,570,66,6,5,23,11,55,13,58,91700,High
174,whole_foods,Steven Jackson,52,Senior,4,145,580,57,4,6,33,11,44,10,38,97700,High
175,whole_foods,Nancy Thompson,40,Single,6,147,882,57,7,8,28,11,64,6,51,129500,High
176,whole_foods,Jeffrey Lee,40,Family,6,181,1086,69,7,8,16,12,51,9,47,130200,High
177,whole_foods,Amanda Mitchell,64,Single,4,209,836,62,5,10,23,17,47,12,55,112400,High
178,whole_foods,Rachel Green,54,Professional,8,224,1792,63,2,11,24,11,67,4,87,146400,High
179,whole_foods,Rebecca Anderson,54,Single,7,136,952,69,5,12,14,11,67,4,47,125100,High
180,whole_foods,Megan Clark,53,Senior,5,222,1110,60,1,7,32,12,46,12,58,88300,High
181,whole_foods,Christopher Sanchez,65,Single,8,203,1624,58,1,6,35,10,68,4,79,119700,High
182,whole_foods,Stephanie Hall,41,Family,7,193,1351,61,4,11,24,9,41,13,40,110700,High
183,whole_foods,Amanda Lewis,38,Professional,8,172,1376,55,2,10,33,14,40,7,44,135800,High
184,whole_foods,Dorothy Clark,40,Professional,6,236,1416,59,5,7,29,12,66,4,40,140300,High
185,whole_foods,Brandon Nelson,35,Family,5,206,1030,61,7,8,24,10,43,5,50,99800,High
186,whole_foods,Nancy Flores,47,Professional,7,241,1687,64,3,7,26,6,47,4,55,146000,High
187,whole_foods,Michael Sanchez,59,Single,8,206,1648,69,7,7,17,7,41,5,74,116700,High
188,whole_foods,Linda Moore,40,Professional,6,273,1638,61,4,11,24,10,63,8,39,121300,High
189,whole_foods,Jason Nguyen,42,Family,7,157,1099,66,4,12,18,12,46,11,46,87500,High
190,whole_foods,Susan Young,56,Professional,7,170,1190,60,5,11,24,7,70,3,49,142000,High
191,whole_foods,Mark Brown,43,Professional,4,278,1112,63,3,11,23,11,38,4,46,143200,High
192,whole_foods,Joseph Martinez,45,Senior,7,201,1407,58,5,8,29,8,62,15,66,111300,High
193,whole_foods,Kevin Baker,45,Single,8,155,1240,68,2,11,19,11,67,8,61,153900,High
194,whole_foods,James Roberts,32,Single,8,237,1896,66,3,12,19,13,63,8,57,113100,High
195,whole_foods,George Harris,57,Professional,8,248,1984,58,1,10,31,7,49,5,49,139800,High
196,whole_foods,Daniel Young,64,Senior,6,256,1536,68,6,5,21,12,65,3,80,128300,High
197,whole_foods,Richard Clark,55,Single,4,220,880,68,6,8,18,18,56,4,49,85100,High
198,whole_foods,Justin Smith,47,Professional,8,197,1576,56,5,11,28,5,45,5,44,88900,High
199,whole_foods,Jeffrey Martinez,35,Professional,6,250,1500,61,2,6,31,13,35,6,50,137200,High
200,whole_foods,Kimberly Garcia,64,Professional,3,190,570,55,3,7,35,16,59,12,53,90100,High
201,whole_foods,George Mitchell,35,Professional,7,208,1456,58,4,12,26,8,51,6,60,95500,High
202,whole_foods,Thomas Jackson,47,Professional,4,229,916,61,5,8,26,5,72,11,61,148600,High
203,whole_foods,Matthew King,32,Single,7,278,1946,52,3,8,37,9,66,7,62,132900,High
204,whole_foods,Sarah Garcia,32,Professional,3,154,462,53,1,12,34,13,49,10,52,86300,High
205,whole_foods,William Thompson,37,Senior,5,143,715,53,7,14,26,7,43,9,72,125300,High
206,whole_foods,Maria Carter,43,Single,3,173,519,69,2,11,18,6,60,9,44,139700,High
207,whole_foods,Lisa Johnson,38,Professional,6,296,1776,61,6,11,22,7,36,10,49,137600,High
208,whole_foods,Sharon Anderson,45,Family,7,142,994,65,4,6,25,9,47,7,65,145500,High
209,whole_foods,Betty Taylor,64,Family,8,262,2096,56,4,5,35,13,41,7,55,143000,High
210,whole_foods,Matthew Moore,54,Professional,4,180,720,59,5,7,29,6,45,8,79,126500,High
211,whole_foods,Brian Gomez,53,Senior,3,312,936,68,6,8,18,6,53,6,51,158600,High
212,whole_foods,Linda Moore,51,Senior,7,246,1722,70,6,12,12,12,58,5,76,103200,High
213,whole_foods,Patricia Wilson,28,Senior,5,130,650,64,6,12,18,6,50,6,57,111000,High
214,whole_foods,Patricia Walker,42,Family,7,172,1204,68,4,12,16,13,46,12,51,92000,High
215,whole_foods,Karen Wilson,44,Professional,5,240,1200,59,6,8,27,11,38,15,41,102800,High
216,whole_foods,Brian Carter,57,Professional,5,175,875,62,7,7,24,9,39,5,42,97300,High
217,whole_foods,Sarah Young,48,Senior,4,139,556,56,3,10,31,15,38,18,36,88000,High
218,whole_foods,Sharon Campbell,43,Senior,3,213,639,66,2,5,27,12,74,4,77,141100,High
219,whole_foods,Barbara Allen,44,Professional,3,133,399,53,6,9,32,6,68,12,51,128700,High
220,whole_foods,Betty Williams,64,Professional,6,221,1326,59,1,11,29,7,37,6,47,97600,High
221,whole_foods,Donna Baker,43,Senior,8,178,1424,59,4,6,31,8,36,5,79,131400,High
222,whole_foods,Donald Johnson,52,Senior,8,197,1576,62,4,13,21,9,48,5,52,144600,High
223,whole_foods,Patricia Moore,58,Family,7,165,1155,63,2,6,29,9,38,11,67,89400,High
224,whole_foods,Rebecca Flores,52,Senior,5,309,1545,70,2,7,21,8,65,6,66,148500,High
225,whole_foods,Ashley Martinez,40,Senior,6,188,1128,55,1,6,38,13,31,10,49,95700,High
226,whole_foods,Ryan Green,48,Family,3,134,402,63,7,12,18,13,68,12,54,138800,High
227,whole_foods,Rebecca Moore,48,Professional,4,257,1028,65,4,11,20,11,42,12,60,110200,High
228,whole_foods,Robert Taylor,52,Senior,5,268,1340,57,2,5,36,11,57,10,75,146100,High
229,whole_foods,Susan Carter,42,Senior,8,203,1624,69,2,12,17,8,66,5,75,108900,High
230,whole_foods,Nicholas Wright,44,Family,4,166,664,53,3,6,38,5,45,11,80,118500,High
231,whole_foods,David White,52,Single,3,239,717,66,4,12,18,8,47,13,37,111300,High
232,whole_foods,Rachel Carter,32,Family,5,165,825,59,5,10,26,12,35,7,68,156400,High
233,whole_foods,Michelle Rivera,38,Professional,7,256,1792,55,2,7,36,7,57,11,69,117300,High
234,whole_foods,Rachel Thomas,34,Family,3,179,537,62,4,5,29,5,33,13,63,107300,High
235,whole_foods,Laura Taylor,38,Professional,8,157,1256,53,6,8,33,11,45,13,39,86900,High
236,whole_foods,Richard Rivera,51,Family,4,217,868,57,4,7,32,7,33,9,71,151400,High
237,whole_foods,Paul King,54,Family,7,173,1211,53,3,10,34,13,62,11,65,145600,High
238,whole_foods,Sandra Hernandez,30,Family,7,187,1309,61,4,14,21,7,60,9,74,90900,High
239,whole_foods,William Garcia,55,Professional,3,234,702,60,7,11,22,17,38,16,73,94500,High
240,whole_foods,Betty Wilson,63,Single,5,264,1320,61,7,5,27,12,54,11,40,126700,High
241,whole_foods,Tyler Williams,34,Senior,3,220,660,54,3,10,33,9,47,7,59,129100,High
242,whole_foods,Sharon Johnson,37,Professional,7,205,1435,64,1,13,22,9,38,13,76,105700,High
243,whole_foods,Deborah Lee,47,Family,5,183,915,61,5,6,28,12,36,11,58,146300,High
244,whole_foods,William Thompson,33,Single,4,202,808,68,3,9,20,10,46,4,74,130400,High
245,whole_foods,Carol Clark,61,Senior,7,134,938,55,6,13,26,8,47,14,67,115300,High
246,whole_foods,Michelle Gomez,35,Single,8,135,1080,59,5,7,29,15,54,7,43,122900,High
247,whole_foods,David Campbell,52,Professional,3,150,450,62,7,13,18,13,54,6,53,106400,High
248,whole_foods,Jeffrey Sanchez,36,Professional,8,155,1240,66,2,10,22,16,58,11,48,120600,High
249,whole_foods,George Thompson,57,Single,5,211,1055,67,3,6,24,12,53,14,51,103900,High
250,whole_foods,Patricia Adams,49,Professional,5,225,1125,68,3,11,18,15,42,5,71,121100,High
251,kroger,Anthony Harris,68,Senior,6,176,1056,58,12,9,21,25,32,19,63,88000,Median
252,kroger,Charles Gomez,65,Family,11,202,2222,58,8,16,18,31,50,21,33,89300,Median
253,kroger,Sharon Martin,60,Single,6,211,1266,63,9,9,19,21,50,26,72,91300,Median
254,kroger,Brian Robinson,32,Student,11,86,946,58,8,13,21,28,24,21,58,69700,Median
255,kroger,Richard Wright,34,Family,6,228,1368,52,12,17,19,31,24,32,37,98500,Median
256,kroger,Susan Martinez,36,Single,9,163,1467,45,5,15,35,21,45,28,65,86600,Median
257,kroger,Anthony Johnson,52,Student,10,129,1290,55,3,12,30,32,48,37,63,76700,Median
258,kroger,Amanda Allen,40,Family,7,170,1190,52,4,11,33,28,24,34,43,86300,Median
259,kroger,Sarah Johnson,46,Student,10,193,1930,65,6,17,12,24,25,37,72,84800,Median
260,kroger,Michael Adams,33,Family,7,152,1064,57,5,10,28,32,19,39,39,66200,Median
261,kroger,Maria Thompson,66,Family,4,86,344,47,7,7,39,22,43,22,62,88100,Median
262,kroger,Karen Wright,67,Senior,12,116,1392,57,4,16,23,20,44,20,34,88100,Median
263,kroger,Paul Smith,41,Family,12,205,2460,52,7,8,33,27,50,32,51,85500,Median
264,kroger,Amanda Martin,32,Family,11,100,1100,47,8,15,30,20,27,22,77,88600,Median
265,kroger,Nancy Rivera,36,Senior,4,152,608,52,9,11,28,21,39,42,28,57500,Median
266,kroger,Rachel Robinson,53,Family,8,173,1384,47,10,8,35,26,47,24,45,71400,Median
267,kroger,Rebecca Nelson,69,Family,4,167,668,62,4,17,17,29,33,29,53,60700,Median
268,kroger,Donald Rivera,33,Family,11,217,2387,47,7,7,39,22,30,30,63,98100,Median
269,kroger,Michael Smith,69,Single,5,133,665,60,7,14,19,29,23,35,70,81000,Median
270,kroger,Sarah Jackson,55,Family,11,185,2035,46,7,9,38,35,20,23,58,80300,Median
271,kroger,James Garcia,61,Family,11,90,990,55,6,18,21,32,19,27,30,78000,Median
272,kroger,Ronald Hill,65,Student,8,220,1760,56,9,11,24,22,52,31,73,103200,Median
273,kroger,Sharon Mitchell,70,Student,9,172,1548,47,10,9,34,24,47,37,42,85000,Median
274,kroger,Brandon Thomas,35,Family,11,92,1012,59,9,7,25,32,23,43,44,57300,Median
275,kroger,Samantha Smith,51,Single,4,162,648,62,8,15,15,28,35,43,34,60400,Median
276,kroger,Laura Rivera,60,Student,10,196,1960,55,8,17,20,21,40,31,34,91800,Median
277,kroger,Nancy Martinez,45,Student,12,193,2316,53,8,14,25,22,32,25,42,85300,Median
278,kroger,Timothy Campbell,57,Senior,8,188,1504,56,6,15,23,27,26,22,63,85100,Median
279,kroger,Jessica Campbell,66,Family,6,160,960,59,6,7,28,22,38,27,64,104100,Median
280,kroger,Steven Wilson,52,Student,4,134,536,46,4,14,36,22,40,22,41,69300,Median
